product_code,n_sites_avail,total_sizes,price_1,covered_1,nsup_1,price_2,covered_2,nsup_2,price_3,covered_3,nsup_3
LSP0324NY51,3,9,154.85,2,1,154.85,2,1,206.1,5,2
LSP0325GN11,1,9,161.1,1,1,161.1,1,1,161.1,1,1
LSP0325GY71,1,9,161.1,5,1,161.1,5,1,161.1,5,1
LSP0326GY71,1,9,242.1,1,1,242.1,1,1,242.1,1,1
LSP0337BK11,1,9,161.1,1,1,161.1,1,1,161.1,1,1
LSP0337CR11,2,9,161.1,1,1,179.0,6,1,179.0,6,1
LSP0337GY91,2,9,161.1,2,1,161.1,2,1,179.0,6,1
LSP0338BK11,2,9,179.1,6,1,179.1,6,1,179.1,6,1
LSP0338CR11,2,9,179.1,6,1,179.1,6,1,179.1,6,1
LSP0338GY91,2,9,179.1,6,1,179.1,6,1,179.1,6,1
LSP0340NY91,2,9,161.1,2,1,161.1,2,1,179.0,6,1
LSP0340SN11,1,9,161.1,1,1,161.1,1,1,161.1,1,1
LSP0341GN32,2,9,179.1,5,1,179.1,5,1,179.1,5,1
LSP0341NY91,2,9,179.1,5,1,179.1,5,1,179.1,5,1
LSP0342BK11,2,9,134.1,6,1,134.1,6,1,134.1,6,1
LSP0342CR31,2,9,134.1,6,1,134.1,6,1,134.1,6,1
LSP0345BK11,2,9,242.1,6,1,242.1,6,1,242.1,6,1
LSP0346BK11,2,9,224.1,6,1,224.1,6,1,224.1,6,1
LSP0347BK11,2,9,179.1,6,1,179.1,6,1,179.1,6,1
LSP0347CR11,2,9,179.1,6,1,179.1,6,1,179.1,6,1
LSP0348BK11,2,9,179.1,5,1,179.1,5,1,179.1,5,1
LSP0349BK11,2,9,224.1,5,1,224.1,5,1,224.1,5,1
LSP0349CR51,2,9,224.1,6,1,224.1,6,1,224.1,6,1
LSP0350NY92,2,9,179.1,6,1,179.1,6,1,179.1,6,1
LSP0351NY92,1,9,269.0,7,1,269.0,7,1,269.0,7,1
LSP0353BE31,1,9,269.0,6,1,269.0,6,1,269.0,6,1
LSP0353OL71,1,9,269.0,6,1,269.0,6,1,269.0,6,1
LSP0354BE31,1,9,219.0,7,1,219.0,7,1,219.0,7,1
LSP0354NY91,1,9,219.0,7,1,219.0,7,1,219.0,7,1
LSP0354OL71,1,9,219.0,7,1,219.0,7,1,219.0,7,1
LSP0355NY91,2,9,206.1,6,1,206.1,6,1,206.1,6,1
LSP0355ST31,2,9,206.1,4,1,206.1,4,1,206.1,4,1
LSP0357BR91,2,9,242.1,2,1,242.1,2,1,269.0,6,1
LSP0357NY91,2,9,242.1,2,1,242.1,2,1,269.0,6,1
LSP0357ST31,2,9,242.1,2,1,242.1,2,1,269.0,6,1
LSP0358BR71,3,9,179.1,4,2,179.1,4,1,179.1,4,1
LSP0359BE31,2,9,224.1,6,1,224.1,6,1,224.1,6,1
LSP0359OL71,2,9,224.1,6,1,224.1,6,1,224.1,6,1
LSP0361BE52,3,9,179.1,3,1,179.1,3,1,179.1,3,1
LWB0794OL51,1,9,171.0,2,1,171.0,2,1,171.0,2,1
LWB0798BK11,4,9,199.95,2,1,199.95,2,1,224.1,6,1
LWB0798NY92,4,9,199.95,1,1,224.1,5,1,224.1,5,1
LWB0798ST31,2,9,224.1,7,1,224.1,7,1,224.1,7,1
LWB0800BE31,2,9,224.1,4,2,209.95,4,1,209.95,4,1
LWB0800NY92,1,9,171.95,1,1,171.95,1,1,171.95,1,1
LWB0890NY91,2,9,179.1,3,1,179.1,3,1,179.1,3,1
LWB0890OL52,2,9,179.95,3,2,179.95,3,2,179.95,3,2
LWB0919OL52,1,9,175.0,1,1,175.0,1,1,175.0,1,1
LWB0927BK11,2,9,101.65,1,1,101.65,1,1,101.65,1,1
LWB0935NY91,1,9,251.1,2,1,251.1,2,1,251.1,2,1
LWB0935ST31,1,9,251.1,1,1,251.1,1,1,251.1,1,1
LWB0937OL31,1,9,179.1,1,1,179.1,1,1,179.1,1,1
LWB0937PU11,1,9,179.1,1,1,179.1,1,1,179.1,1,1
LWB0938GY71,2,9,150.25,2,2,150.25,2,2,150.25,2,2
LWB0938PI51,2,9,168.15,1,1,224.1,2,1,168.15,1,1
LWB0940BK11,3,9,238.45,3,1,238.45,3,1,238.45,3,1
LWB0940BR31,2,9,279.0,6,2,279.0,6,2,279.0,6,2
LWB0941BR91,2,9,251.1,6,1,251.1,6,1,251.1,6,1
LWB0941NY91,2,9,251.1,7,1,251.1,7,1,251.1,7,1
LWB0944BE31,2,9,251.1,6,1,251.1,6,1,251.1,6,1
LWB0944BR91,2,9,251.1,6,1,251.1,6,1,251.1,6,1
LWB0945BK11,2,9,251.1,6,1,251.1,6,1,251.1,6,1
LWB0945SG71,2,9,251.1,6,1,251.1,6,1,251.1,6,1
LWB0946BE34,2,9,251.1,6,1,251.1,6,1,251.1,6,1
LWB0946SG71,6,9,251.1,5,2,251.1,5,2,251.1,5,1
LWB0947BR91,4,9,179.1,7,1,179.1,7,1,179.1,7,1
LWB0947SG71,4,9,179.1,4,1,179.1,4,1,179.1,4,1
LWX0003BK51,3,9,227.05,1,1,269.1,8,1,269.1,8,1
LWX0534NY92,6,9,200.66,4,2,208.95,5,2,208.95,5,2
LWX0534OL71,4,9,251.1,7,3,251.1,7,3,251.1,7,2
LWX0667BK11,6,9,242.1,9,3,242.1,9,3,242.1,9,3
LWX0667BR31,5,9,242.1,9,2,242.1,9,2,242.1,9,2
LWX0667NY91,5,9,242.1,9,2,242.1,9,2,242.1,9,2
LWX0667RU52,5,9,242.1,9,2,242.1,9,2,242.1,9,2
LWX0667SG91,5,9,242.1,9,3,242.1,9,3,242.1,9,3
LWX0668OL71,7,9,242.1,9,3,242.1,9,3,242.1,9,3
LWX0752BK11,5,9,179.1,6,1,179.1,6,1,179.1,6,1
LWX0752NY51,5,9,179.1,5,2,179.1,5,2,179.1,5,2
LWX0752OL51,5,9,179.1,1,1,215.1,8,2,215.1,8,2
LWX0752RU71,3,9,215.1,8,1,215.1,8,1,215.1,8,1
LWX0827NY51,1,9,224.1,2,1,224.1,2,1,224.1,2,1
LWX0827OL51,2,9,142.5,1,1,224.1,3,1,224.1,3,1
LWX1066NY51,1,7,197.1,4,1,197.1,4,1,197.1,4,1
LWX1066OL51,4,7,197.1,3,1,197.1,3,1,197.1,3,1
LWX1081BR31,1,9,202.0,5,1,202.0,5,1,202.0,5,1
LWX1081OL71,5,9,202.5,5,2,193.45,4,1,193.45,4,1
LWX1179BK71,3,9,184.6,1,2,287.1,6,1,287.1,6,1
LWX1179RU91,6,9,179.1,5,1,179.1,5,1,179.1,5,1
LWX1179SG51,5,9,179.1,6,1,179.1,6,1,179.1,6,1
LWX1262BR31,2,9,269.1,5,1,269.1,5,1,269.1,5,1
LWX1262NY92,4,9,215.06,2,2,269.1,7,1,269.1,7,1
LWX1262OL71,3,9,241.3,2,1,241.3,2,1,269.1,7,1
LWX1264OL71,4,9,265.05,1,1,314.1,7,2,314.1,7,2
LWX1333SG51,2,9,209.95,1,1,299.0,7,1,299.0,7,1
LWX1397SG51,2,9,219.95,2,1,219.95,2,1,296.1,3,1
LWX1402BK71,3,9,242.1,6,1,242.1,6,1,242.1,6,1
LWX1402NY92,3,9,242.1,4,1,242.1,4,1,242.1,4,1
LWX1402SG51,3,9,242.1,7,1,242.1,7,1,242.1,7,1
LWX1402SN31,1,9,242.1,1,1,242.1,1,1,242.1,1,1
LWX1403BK71,3,9,224.1,4,1,224.1,4,1,224.1,4,1
LWX1403NY92,3,9,224.1,7,1,224.1,7,1,224.1,7,1
LWX1403SG51,3,9,224.1,5,1,224.1,5,1,224.1,5,1
LWX1403SN31,1,9,224.1,5,1,224.1,5,1,224.1,5,1
LWX1410BK71,2,9,224.1,3,1,224.1,3,1,224.1,3,1
LWX1410OL71,1,9,249.0,7,1,249.0,7,1,249.0,7,1
LWX1410RE93,1,9,249.0,7,1,249.0,7,1,249.0,7,1
LWX1410SG71,1,9,249.0,7,1,249.0,7,1,249.0,7,1
LWX1411OL91,1,9,269.0,7,1,269.0,7,1,269.0,7,1
LWX1411RE93,1,9,269.0,7,1,269.0,7,1,269.0,7,1
LWX1411SN91,1,9,269.0,7,1,269.0,7,1,269.0,7,1
LWX1414GY51,2,9,251.1,2,1,251.1,2,1,279.0,7,1
LWX1414OL51,1,9,279.0,7,1,279.0,7,1,279.0,7,1
LWX1414SN91,1,9,279.0,7,1,279.0,7,1,279.0,7,1
LWX1482NY92,2,9,224.1,8,1,224.1,8,1,224.1,8,1
LWX1482OL33,2,9,224.1,8,1,224.1,8,1,224.1,8,1
LWX1482OL52,4,9,174.8,1,1,224.1,7,1,224.1,7,1
LWX1517OL99,1,9,251.1,1,1,251.1,1,1,251.1,1,1
LWX1520OL99,1,9,341.1,6,1,341.1,6,1,341.1,6,1
LWX1530BK11,1,9,269.1,5,1,269.1,5,1,269.1,5,1
LWX1530OL12,1,9,269.1,1,1,269.1,1,1,269.1,1,1
LWX1530SN11,1,9,269.1,6,1,269.1,6,1,269.1,6,1
LWX1531GY71,4,9,161.95,1,1,188.0,5,1,188.0,5,1
LWX1531OL12,1,9,242.1,5,1,242.1,5,1,242.1,5,1
LWX1533OL51,2,9,215.0,6,1,215.0,6,1,215.0,6,1
LWX1533RU71,1,9,242.1,2,1,242.1,2,1,242.1,2,1
LWX1534NY51,2,9,195.7,4,1,195.7,4,1,195.7,4,1
LWX1534SN31,1,9,269.1,6,1,269.1,6,1,269.1,6,1
LWX1536OL51,5,9,164.95,2,3,242.1,6,1,242.1,6,1
LWX1557OL71,1,9,269.0,7,1,269.0,7,1,269.0,7,1
LWX1561SG51,1,9,269.0,7,1,269.0,7,1,269.0,7,1
LWX1567OL71,2,9,251.1,1,1,279.0,8,1,279.0,8,1
LWX1568BK71,2,9,269.1,8,1,269.1,8,1,269.1,8,1
LWX1568NY92,2,9,269.1,8,1,269.1,8,1,269.1,8,1
LWX1568OL33,2,9,269.1,8,1,269.1,8,1,269.1,8,1
LWX1574RU91,2,9,269.1,7,1,269.1,7,1,269.1,7,1
LWX1574SN91,2,9,269.1,7,1,269.1,7,1,269.1,7,1
LWX1577OL33,1,9,299.0,6,1,299.0,6,1,299.0,6,1
LWX1577RE91,1,9,299.0,6,1,299.0,6,1,299.0,6,1
LWX1577SN91,3,9,249.0,5,1,249.0,5,1,249.0,5,1
LWX1580BK71,4,9,269.1,8,2,269.1,8,2,269.1,8,2
LWX1581BK71,2,9,251.1,6,1,251.1,6,1,251.1,6,1
LWX1581OL71,3,9,251.1,8,1,251.1,8,1,251.1,8,1
LWX1581RU91,3,9,251.1,7,2,251.1,7,1,251.1,7,1
LWX1582BK71,2,9,251.1,8,1,251.1,8,1,251.1,8,1
LWX1582OL71,2,9,251.1,8,1,251.1,8,1,251.1,8,1
LWX1582RU91,3,9,251.1,7,2,251.1,7,2,251.1,7,2
LWX1584OL71,1,9,299.0,6,1,299.0,6,1,299.0,6,1
LWX1587TA51,2,9,269.1,7,1,269.1,7,1,269.1,7,1
LWX1595NY92,2,9,242.1,7,1,242.1,7,1,242.1,7,1
LWX1595OL71,2,9,242.1,4,1,242.1,4,1,242.1,4,1
LWX1595SN91,3,9,242.1,7,2,242.1,7,2,242.1,7,2
LWX1596NY92,2,9,242.1,7,1,242.1,7,1,242.1,7,1
LWX1596SN91,4,9,242.1,6,2,242.1,6,2,242.1,6,2
LWX1597OL71,5,9,296.1,9,2,296.1,9,2,296.1,9,2
MCA0412BK12,1,7,161.1,4,1,161.1,4,1,161.1,4,1
MCA0412NY71,3,7,105.45,1,1,128.66,3,1,128.66,3,1
MCA0427BE31,1,7,161.1,4,1,161.1,4,1,161.1,4,1
MCA0427NY71,1,7,161.1,3,1,161.1,3,1,161.1,3,1
MCA0427SG71,1,7,161.1,1,1,161.1,1,1,161.1,1,1
MCA0430BE31,3,7,111.0,1,1,135.0,6,1,135.0,6,1
MCA0430GN51,3,7,130.0,1,1,149.95,6,1,149.95,6,1
MCA0430NY71,3,7,149.95,6,2,149.95,6,2,149.95,6,2
MCA0430SN71,1,7,161.1,6,1,161.1,6,1,161.1,6,1
MCA0792BE31,1,7,152.1,1,1,152.1,1,1,152.1,1,1
MCA0792NY51,3,7,165.0,5,2,169.0,5,2,169.0,5,2
MCA0792OL11,1,7,169.0,3,1,169.0,3,1,169.0,3,1
MCA0931GY71,2,9,206.1,5,1,206.1,5,1,206.1,5,1
MCA0931NY71,2,9,206.1,5,1,206.1,5,1,206.1,5,1
MCA0931SG71,2,9,206.1,6,1,206.1,6,1,206.1,6,1
MCA0931ST51,2,9,206.1,5,1,206.1,5,1,206.1,5,1
MCA0933BR71,1,9,279.0,7,1,279.0,7,1,279.0,7,1
MCA0933NY71,1,9,279.0,7,1,279.0,7,1,279.0,7,1
MCA0933SG71,2,9,251.1,4,1,251.1,4,1,251.1,4,1
MCA0933SN71,2,9,251.1,5,1,251.1,5,1,251.1,5,1
MCA0963SG51,1,9,299.0,6,1,299.0,6,1,299.0,6,1
MCA0963SG75,1,9,299.0,6,1,299.0,6,1,299.0,6,1
MCA0976BE51,2,7,115.9,1,1,179.1,3,1,179.1,3,1
MCA0978BE31,2,7,105.45,1,1,152.1,3,1,152.1,3,1
MCA0978OL51,1,7,152.1,4,1,152.1,4,1,152.1,4,1
MCA0979BE32,3,7,137.97,2,2,131.5,2,1,137.97,2,2
MCA0979NY51,3,7,143.45,4,2,143.45,4,2,143.45,4,2
MCA0996CM51,3,7,112.77,4,1,112.77,4,1,112.77,4,1
MCA0996GN31,1,7,95.0,1,1,95.0,1,1,95.0,1,1
MCA0996NY91,3,7,112.77,3,1,112.77,3,1,112.77,3,1
MCA1004SG91,1,9,219.0,6,1,219.0,6,1,219.0,6,1
MCA1004SN71,1,9,219.0,6,1,219.0,6,1,219.0,6,1
MCA1015BE31,3,7,101.35,3,1,101.35,3,1,101.35,3,1
MCA1015SN71,1,7,152.1,1,1,152.1,1,1,152.1,1,1
MCA1039BE31,2,7,125.37,3,2,125.37,3,1,125.37,3,1
MCA1039NY51,1,7,179.1,3,1,179.1,3,1,179.1,3,1
MCA1039OL31,1,7,179.1,5,1,179.1,5,1,179.1,5,1
MCA1046BK11,2,7,96.9,1,1,134.1,3,1,134.1,3,1
MCA1046OL31,1,7,134.1,4,1,134.1,4,1,134.1,4,1
MCA1057GN51,3,7,90.0,5,1,90.0,5,1,90.0,5,1
MCA1068BK11,1,7,179.1,2,1,179.1,2,1,179.1,2,1
MCA1068SG71,1,7,179.1,1,1,179.1,1,1,179.1,1,1
MCA1069BK11,1,7,251.1,2,1,251.1,2,1,251.1,2,1
MCA1083BK11,1,7,197.1,5,1,197.1,5,1,197.1,5,1
MCA1083BR51,2,7,155.0,5,1,155.0,5,1,155.0,5,1
MCA1090ST31,1,7,251.1,4,1,251.1,4,1,251.1,4,1
MCA1091BE31,1,7,224.1,4,1,224.1,4,1,224.1,4,1
MCA1091BL51,1,7,224.1,3,1,224.1,3,1,224.1,3,1
MCA1091GN51,4,7,151.05,3,2,151.05,2,1,169.95,3,1
MCA1091NY72,3,7,151.05,1,1,169.95,3,1,169.95,3,1
MCA1092OL72,5,7,192.56,3,2,192.56,2,1,225.0,5,2
MCA1093BL51,1,7,161.1,1,1,161.1,1,1,161.1,1,1
MCA1093GN21,1,7,161.1,2,1,161.1,2,1,161.1,2,1
MCA1093OL11,1,7,161.1,2,1,161.1,2,1,161.1,2,1
MCA1094GN51,2,7,149.95,4,1,149.95,4,1,149.95,4,1
MCA1094NY72,4,7,169.95,5,3,169.95,5,2,169.95,5,1
MCA1095BE31,1,7,152.1,2,1,152.1,2,1,152.1,2,1
MCA1095BK11,2,7,119.0,5,1,119.0,5,1,119.0,5,1
MCA1098CR31,1,7,179.1,4,1,179.1,4,1,179.1,4,1
MCA1098NY91,1,7,179.1,2,1,179.1,2,1,179.1,2,1
MCA1098OL72,2,7,154.85,1,1,179.1,2,1,154.85,1,1
MCA1100GN33,1,7,197.1,1,1,197.1,1,1,197.1,1,1
MCA1101BK11,3,7,119.0,4,2,119.0,4,2,119.0,4,2
MCA1101OL52,2,7,109.25,3,1,109.25,3,1,109.25,3,1
MCA1107YE91,1,7,179.1,5,1,179.1,5,1,179.1,5,1
MCA1108ST31,1,7,197.1,5,1,197.1,5,1,197.1,5,1
MCA1118NY72,3,7,114.0,3,1,114.0,3,1,114.0,3,1
MCA1118ST32,2,7,114.0,2,1,114.0,2,1,152.1,5,1
MCA1119NY71,1,7,152.1,5,1,152.1,5,1,152.1,5,1
MCA1130BK11,2,7,119.0,5,1,119.0,5,1,119.0,5,1
MCA1130GY91,1,7,152.1,5,1,152.1,5,1,152.1,5,1
MCA1135CM51,3,7,103.55,1,1,134.1,5,1,134.1,5,1
MCA1135GN51,3,7,95.95,1,1,134.1,5,1,134.1,5,1
MCA1136NY56,2,7,152.1,5,1,152.1,5,1,152.1,5,1
MCA1142BR31,2,7,152.1,5,1,152.1,5,1,152.1,5,1
MCA1142BR51,2,7,152.1,2,1,152.1,2,1,169.0,5,1
MCA1142NY91,2,7,152.1,4,1,152.1,4,1,152.1,4,1
MCA1147NY71,4,7,161.1,5,2,161.1,5,2,161.1,5,2
MCA1147OL71,4,7,161.1,5,1,161.1,5,1,161.1,5,1
MCA1148NY71,2,7,197.1,5,1,197.1,5,1,197.1,5,1
MCA1148SN91,2,7,197.1,1,1,219.0,5,1,219.0,5,1
MCA1149CH71,1,9,169.0,7,1,169.0,7,1,169.0,7,1
MCA1149SG71,1,9,169.0,7,1,169.0,7,1,169.0,7,1
MCA1151BK11,2,7,224.1,5,1,224.1,5,1,224.1,5,1
MCA1151BR91,2,7,224.1,5,1,224.1,5,1,224.1,5,1
MCA1151GY71,2,7,224.1,5,1,224.1,5,1,224.1,5,1
MCA1152BK11,3,7,152.1,5,1,152.1,5,1,152.1,5,1
MCA1153BK11,2,7,224.1,4,1,224.1,4,1,224.1,4,1
MCA1157BK11,2,7,179.1,5,1,179.1,5,1,179.1,5,1
MCA1157OL52,2,7,179.1,5,1,179.1,5,1,179.1,5,1
MFL0079BR51,8,7,66.95,6,3,66.95,6,3,66.95,6,3
MFL0079CH71,4,7,56.05,1,1,69.95,6,1,69.95,6,1
MFL0079NY71,6,7,69.75,6,2,69.75,6,2,69.75,6,2
MFL0079OL71,6,7,69.75,6,2,69.75,6,2,69.75,6,2
MFL0160OL71,6,7,78.26,4,1,78.26,4,1,78.26,4,1
MFL0161OL71,6,7,99.86,3,1,99.86,3,1,99.86,3,1
MFL0186OL54,1,7,80.96,1,1,80.96,1,1,80.96,1,1
MFL0187TN38,2,7,125.1,5,1,125.1,5,1,125.1,5,1
MFL0192NY71,6,7,81.95,5,3,81.95,5,3,81.95,5,3
MFL0192OL72,4,7,73.58,2,1,73.58,2,1,81.0,5,1
MFL0195GN71,5,7,143.1,5,3,143.1,5,3,143.1,5,3
MFL0195NY71,4,7,143.1,3,2,143.1,3,2,159.0,5,2
MFL0208OL51,2,7,39.95,1,1,39.95,1,1,39.95,1,1
MFL0210NY71,2,7,71.95,3,2,71.55,3,1,71.55,3,1
MFL0210OL51,6,7,71.55,3,1,71.55,3,1,71.55,3,1
MFL0211OL51,3,7,89.95,5,1,89.95,5,1,89.95,5,1
MFL0215NY51,1,7,143.1,4,1,143.1,4,1,143.1,4,1
MFL0226BE12,2,7,98.0,5,1,98.0,5,1,98.0,5,1
MGI0024BK11,6,7,85.45,5,1,85.45,5,1,85.45,5,1
MGI0024NY71,5,7,99.95,6,2,99.95,6,2,99.95,6,2
MGI0024OL51,5,7,99.95,5,2,99.95,5,2,99.95,5,2
MGI0055BR11,1,7,99.95,5,1,99.95,5,1,99.95,5,1
MGI0055NY91,3,7,89.95,4,2,89.95,4,1,89.95,4,1
MGI0055OL72,3,7,89.95,5,1,89.95,5,1,89.95,5,1
MGI0055RE81,2,7,89.95,5,1,89.95,5,1,89.95,5,1
MGI0055RE95,3,7,89.95,5,1,89.95,5,1,89.95,5,1
MGI0055SN92,2,7,89.95,2,1,89.95,2,1,99.95,5,1
MGI0056NY91,4,7,96.95,3,2,96.95,3,1,96.95,3,1
MGI0056SG91,2,7,134.1,5,1,134.1,5,1,134.1,5,1
MGI0221BK91,3,7,89.95,5,2,89.95,5,2,89.95,5,2
MGI0221NY71,3,7,94.95,5,2,94.95,5,2,94.95,5,2
MGI0221OL71,2,7,89.95,5,1,89.95,5,1,89.95,5,1
MGI0245BK11,5,6,107.06,2,2,141.55,5,2,141.55,5,2
MGI0245BR91,2,7,134.1,5,1,134.1,5,1,134.1,5,1
MGI0245GN34,2,7,139.95,4,2,139.95,4,1,139.95,4,1
MGI0245GN71,3,6,113.05,4,1,113.05,4,1,113.05,4,1
MGI0245GN72,1,7,134.1,1,1,134.1,1,1,134.1,1,1
MGI0245NY32,1,7,134.1,5,1,134.1,5,1,134.1,5,1
MGI0245NY71,4,6,98.69,1,1,141.55,5,2,141.55,5,2
MGI0245RE91,1,7,149.0,5,1,149.0,5,1,149.0,5,1
MGI0245SN12,1,7,134.1,1,1,134.1,1,1,134.1,1,1
MGI0245SN73,1,7,149.0,5,1,149.0,5,1,149.0,5,1
MGI0245ST34,3,7,98.69,2,1,98.69,2,1,134.1,5,1
MGI0284BE31,1,7,93.87,1,1,93.87,1,1,93.87,1,1
MGI0284NY51,2,7,101.65,1,1,101.65,1,1,101.65,1,1
MGI0295NY72,3,7,79.95,4,2,79.95,4,2,74.97,4,1
MGI0295NY74,2,7,116.1,5,1,116.1,5,1,116.1,5,1
MGI0295OL71,4,7,79.95,4,2,79.95,4,2,79.95,4,2
MGI0296NY91,1,7,119.95,5,1,119.95,5,1,119.95,5,1
MGI0296SG71,2,7,101.66,1,1,119.95,5,1,119.95,5,1
MGI0298NY71,2,7,121.5,2,1,121.5,2,1,121.5,2,1
MGI0300BK11,3,7,107.1,5,2,107.1,5,2,107.1,5,2
MGI0300BR11,1,7,119.0,5,1,119.0,5,1,119.0,5,1
MGI0307BK11,1,7,101.66,3,1,101.66,3,1,101.66,3,1
MGI0307BR51,1,7,152.1,4,1,152.1,4,1,152.1,4,1
MGI0309NY91,2,7,105.0,5,1,105.0,5,1,105.0,5,1
MGI0311BK11,1,7,105.0,5,1,105.0,5,1,105.0,5,1
MGI0314TN52,1,7,152.1,5,1,152.1,5,1,152.1,5,1
MGI0317BR51,4,7,88.95,4,2,88.95,4,2,88.95,4,2
MGI0317NY71,2,7,115.0,5,1,115.0,5,1,115.0,5,1
MGI0318GN91,7,7,74.97,2,1,74.97,2,1,95.0,4,2
MGI0318NY51,5,7,90.25,3,1,90.25,3,1,90.25,3,1
MGI0328NY91,2,7,116.1,5,1,116.1,5,1,116.1,5,1
MGI0328SN31,2,7,116.1,5,1,116.1,5,1,116.1,5,1
MGI0329BE51,1,7,149.0,6,1,149.0,6,1,149.0,6,1
MGI0329NY91,1,7,149.0,6,1,149.0,6,1,149.0,6,1
MGI0333TN14,2,7,152.1,5,1,152.1,5,1,152.1,5,1
MGI0334NY92,5,7,134.1,5,2,134.1,5,2,134.1,5,2
MGI0334OL71,3,7,134.1,5,1,134.1,5,1,134.1,5,1
MGI0335NY92,3,7,152.1,5,2,152.1,5,2,152.1,5,2
MGI0335SG92,2,7,152.1,5,1,152.1,5,1,152.1,5,1
MGI0339NY92,2,7,152.1,5,1,152.1,5,1,152.1,5,1
MGI0339SG92,2,7,152.1,5,1,152.1,5,1,152.1,5,1
MGI0341NY71,2,7,134.1,3,1,134.1,3,1,134.1,3,1
MGI0341SG71,2,7,134.1,5,1,134.1,5,1,134.1,5,1
MKN0339BR17,2,7,89.95,6,1,89.95,6,1,89.95,6,1
MKN0339CH51,4,7,74.95,4,2,71.95,3,1,71.95,3,1
MKN0339GY15,4,7,65.0,6,1,65.0,6,1,65.0,6,1
MKN0339NY35,3,7,79.95,6,1,79.95,6,1,79.95,6,1
MKN0339NY71,3,7,74.95,4,1,74.95,4,1,74.95,4,1
MKN0339OL54,3,7,89.95,6,2,89.95,6,2,89.95,6,2
MKN0339RE53,2,7,89.95,5,1,89.95,5,1,89.95,5,1
MKN0339ST52,3,7,60.0,3,1,60.0,3,1,60.0,3,1
MKN0341BL71,3,7,57.0,1,1,64.76,3,1,64.76,3,1
MKN0341GN71,5,7,50.36,3,1,50.36,3,1,50.36,3,1
MKN0341NY71,5,7,50.36,2,1,50.36,2,1,66.95,3,1
MKN0341ST17,2,7,50.36,2,1,50.36,2,1,50.36,2,1
MKN0584IN72,2,7,80.95,6,1,80.95,6,1,80.95,6,1
MKN0584NY91,2,7,80.95,6,1,80.95,6,1,80.95,6,1
MKN0584OL51,1,7,80.96,1,1,80.96,1,1,80.96,1,1
MKN0584OR51,2,7,80.95,6,1,80.95,6,1,80.95,6,1
MKN0585BE14,3,7,71.95,2,1,71.95,2,1,89.95,5,1
MKN0585GN73,2,7,89.95,5,1,89.95,5,1,89.95,5,1
MKN0585IN72,2,7,89.95,5,1,89.95,5,1,89.95,5,1
MKN0585NY91,2,7,89.95,5,1,89.95,5,1,89.95,5,1
MKN0585ST71,2,7,89.95,5,1,89.95,5,1,89.95,5,1
MKN0790KH71,4,7,88.95,5,2,88.95,5,2,88.95,5,2
MKN0790OL51,2,7,107.1,5,1,107.1,5,1,107.1,5,1
MKN0920BK31,4,7,55.1,1,1,71.95,5,1,71.95,5,1
MKN1213OL51,4,7,143.1,4,1,143.1,4,1,143.1,4,1
MKN1584BL53,2,7,45.0,5,1,45.0,5,1,45.0,5,1
MKN1584YE92,1,7,80.96,1,1,80.96,1,1,80.96,1,1
MLI0001BK91,4,17,71.95,2,1,71.95,2,1,89.95,9,2
MLI0001GN91,4,7,76.5,5,1,76.5,5,1,76.5,5,1
MLI0001GN92,5,10,76.5,7,2,76.5,7,2,76.0,6,1
MLI0001NY91,4,17,76.5,3,1,76.5,3,1,76.5,3,1
MLI0002BK91,5,7,76.5,3,2,71.95,3,1,71.95,3,1
MLI0002BR71,3,7,89.95,7,2,89.95,7,2,89.95,7,2
MLI0002NY91,5,7,47.5,1,1,74.95,4,2,74.95,3,1
MLI0002OL91,4,7,76.0,1,1,92.15,7,2,92.15,7,2
MLI0004BK11,4,7,79.95,4,2,76.5,4,1,76.5,4,1
MLI0004BR31,4,7,76.5,4,1,76.5,4,1,76.5,4,1
MLI0004SG71,4,7,76.5,6,1,76.5,6,1,76.5,6,1
MML0012BK31,4,7,38.5,4,2,38.5,4,2,38.5,3,1
MML0012OL72,2,7,35.0,2,1,35.0,2,1,35.0,2,1
MOL0255BK71,2,7,47.5,3,1,47.5,3,1,47.5,3,1
MOL0255GY51,1,7,80.96,2,1,80.96,2,1,80.96,2,1
MOL0641ST39,1,7,94.95,6,1,94.95,6,1,94.95,6,1
MOL0642GY52,2,7,38.95,1,1,38.95,1,1,38.95,1,1
MOL0661GY33,1,7,70.0,4,1,70.0,4,1,70.0,4,1
MOL0705BK11,2,7,70.0,5,1,70.0,5,1,70.0,5,1
MOL0733BK11,1,7,71.95,6,1,71.95,6,1,71.95,6,1
MOL0733BU77,2,7,58.0,5,1,58.0,5,1,58.0,5,1
MOL0735BE12,1,7,89.95,4,1,89.95,4,1,89.95,4,1
MOL0736BK11,1,7,98.1,3,1,98.1,3,1,98.1,3,1
MOL0736SG72,1,7,98.1,4,1,98.1,4,1,98.1,4,1
MOL0737BU77,1,7,80.95,2,1,80.95,2,1,80.95,2,1
MOL0749BU74,1,7,80.96,6,1,80.96,6,1,80.96,6,1
MOL0750OL31,1,7,80.96,6,1,80.96,6,1,80.96,6,1
MOL0750WH32,1,7,80.96,6,1,80.96,6,1,80.96,6,1
MOL0751BK11,2,7,64.6,4,1,64.6,4,1,64.6,4,1
MOL0752BK11,3,7,45.6,4,1,45.6,4,1,45.6,4,1
